1526	0
761	1
1080	2
704	3
2965	4
2393	5
664	6
3325	7
2103	8
256	9
2475	10
3612	11
3589	12
2347	13
1250	14
764	15
1052	16
2471	17
663	18
423	19
177	20
1256	21
3513	22
937	23
84	24
1552	25
1066	26
3401	27
2392	28
864	29
2110	30
2844	31
1257	32
3723	33
1954	34
1608	35
3444	36
1057	37
2979	38
3675	39
3951	40
1750	41
2241	42
307	43
3022	44
733	45
468	46
1927	47
146	48
160	49
1289	50
931	51
238	52
2723	53
1659	54
2973	55
2007	56
2288	57
1569	58
2658	59
2662	60
2173	61
1742	62
674	63
1426	64
3531	65
2501	66
3798	67
141	68
631	69
3443	70
153	71
270	72
2829	73
1263	74
2470	75
76	76
458	77
352	78
548	79
2073	80
3564	81
3691	82
1939	83
3608	84
1222	85
1969	86
1431	87
2947	88
93	89
233	90
1096	91
3551	92
2087	93
1355	94
1967	95
1936	96
2072	97
800	98
3041	99
3028	100
851	101
488	102
333	103
510	104
3885	105
2279	106
2751	107
2944	108
3731	109
3903	110
3875	111
436	112
3784	113
3179	114
3584	115
2088	116
1296	117
523	118
258	119
3878	120
3672	121
452	122
3258	123
3805	124
2232	125
3733	126
340	127
2774	128
1624	129
1464	130
1973	131
3434	132
329	133
3303	134
379	135
2114	136
3498	137
2469	138
1749	139
1487	140
1837	141
3610	142
1854	143
169	144
2160	145
2611	146
3555	147
2574	148
1601	149
2645	150
3339	151
2015	152
289	153
1541	154
3107	155
1596	156
1864	157
1570	158
2000	159
3402	160
903	161
3547	162
1577	163
1522	164
3776	165
2441	166
1191	167
479	168
2068	169
2195	170
1597	171
3913	172
3928	173
375	174
1214	175
1472	176
2492	177
2297	178
2107	179
244	180
1238	181
2278	182
2881	183
271	184
3008	185
3576	186
3155	187
2617	188
1557	189
1167	190
3374	191
716	192
1855	193
3848	194
3357	195
2356	196
2196	197
648	198
2753	199
3159	200
3105	201
1438	202
953	203
10	204
188	205
1005	206
1635	207
2837	208
2954	209
2542	210
2775	211
2975	212
3287	213
2433	214
292	215
364	216
2424	217
2487	218
3397	219
1817	220
805	221
199	222
517	223
3147	224
1370	225
950	226
99	227
1021	228
1424	229
3769	230
2464	231
405	232
1085	233
3548	234
3180	235
1024	236
957	237
1276	238
1363	239
3331	240
1636	241
1411	242
3045	243
1903	244
1409	245
3218	246
1405	247
2468	248
3350	249
3056	250
2397	251
3643	252
2109	253
3431	254
2693	255
1232	256
3347	257
2429	258
2622	259
1675	260
1334	261
408	262
1000	263
3062	264
1083	265
3918	266
197	267
2032	268
486	269
2434	270
3343	271
1408	272
1613	273
2727	274
2418	275
220	276
1904	277
1056	278
3079	279
671	280
2050	281
2410	282
2268	283
3161	284
2169	285
2644	286
490	287
2669	288
2408	289
1681	290
3925	291
1869	292
326	293
2745	294
2994	295
2518	296
457	297
2717	298
2180	299
2659	300
2106	301
1518	302
2414	303
96	304
1568	305
850	306
1111	307
3824	308
1500	309
2971	310
3728	311
3710	312
2627	313
2862	314
779	315
3743	316
3730	317
2479	318
1666	319
