org_id remap_id
http://dbpedia.org/resource/Fathers'_Day_(film) 0
http://dbpedia.org/resource/The_Phantom_of_the_Opera_(1925_film) 1
http://dbpedia.org/resource/Monty_Python's_Life_of_Brian 2
http://dbpedia.org/resource/The_Quest_(film) 3
http://dbpedia.org/resource/The_Omega_Code 4
http://dbpedia.org/resource/Star_Trek:_Insurrection 5
http://dbpedia.org/resource/Faithful 6
http://dbpedia.org/resource/Tall_Tale_(film) 8
http://dbpedia.org/resource/Junior_(1994_film) 9
http://dbpedia.org/resource/52_Pick-Up 10
http://dbpedia.org/resource/The_Slipper_and_the_Rose 11
http://dbpedia.org/resource/Kill,_Baby,_Kill 12
http://dbpedia.org/resource/The_Pope_of_Greenwich_Village 13
http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai 14
http://dbpedia.org/resource/The_Proprietor 16
http://dbpedia.org/resource/%22Crocodile%22_Dundee_II 17
http://dbpedia.org/resource/Kids_in_the_Hall:_Brain_Candy 18
http://dbpedia.org/resource/Blown_Away_(1994_film) 19
http://dbpedia.org/resource/Rules_of_Engagement_(film) 22
http://dbpedia.org/resource/Love_in_the_Afternoon_(1957_film) 23
http://dbpedia.org/resource/Last_Summer_in_the_Hamptons 24
http://dbpedia.org/resource/Shall_We_Dance_(1937_film) 26
http://dbpedia.org/resource/Baby:_Secret_of_the_Lost_Legend 27
http://dbpedia.org/resource/Jack_Frost_(1998_film) 28
http://dbpedia.org/resource/The_Time_Traveler's_Wife_(film) 29
http://dbpedia.org/resource/Dead_Men_Don't_Wear_Plaid 30
http://dbpedia.org/resource/The_Minus_Man 31
http://dbpedia.org/resource/Better_Off_Dead_(film) 32
http://dbpedia.org/resource/Rocky 34
http://dbpedia.org/resource/Bloodsport_(film) 36
http://dbpedia.org/resource/White_Christmas_(film) 39
http://dbpedia.org/resource/Two_Family_House 40
http://dbpedia.org/resource/Star_Kid 41
http://dbpedia.org/resource/A_Touch_of_Class_(film) 42
http://dbpedia.org/resource/Three_Colors:_Blue 43
http://dbpedia.org/resource/The_General_(1926_film) 44
http://dbpedia.org/resource/The_Englishman_Who_Went_Up_a_Hill_But_Came_Down_a_Mountain 46
http://dbpedia.org/resource/All_Quiet_on_the_Western_Front_(1930_film) 47
http://dbpedia.org/resource/The_Amazing_Panda_Adventure 48
http://dbpedia.org/resource/Congo_(film) 49
http://dbpedia.org/resource/Koyaanisqatsi 50
http://dbpedia.org/resource/Far_from_Home:_The_Adventures_of_Yellow_Dog 52
http://dbpedia.org/resource/Mystery_Men 53
http://dbpedia.org/resource/Hurricane_Streets 54
http://dbpedia.org/resource/Crimes_and_Misdemeanors 55
http://dbpedia.org/resource/Polish_Wedding 56
http://dbpedia.org/resource/The_Thing_(1982_film) 57
http://dbpedia.org/resource/Flying_Saucer_Daffy 59
http://dbpedia.org/resource/The_War_of_the_Worlds_(1953_film) 60
http://dbpedia.org/resource/The_Navigator:_A_Medieval_Odyssey 61
http://dbpedia.org/resource/Zeus_and_Roxanne 64
http://dbpedia.org/resource/All_the_Vermeers_in_New_York 65
http://dbpedia.org/resource/What_Lies_Beneath 67
http://dbpedia.org/resource/All_Dogs_Go_to_Heaven_2 69
http://dbpedia.org/resource/Batman_Forever 71
http://dbpedia.org/resource/Love_Affair_(1994_film) 72
http://dbpedia.org/resource/The_Muse_(1999_film) 73
http://dbpedia.org/resource/The_Deer_Hunter 74
http://dbpedia.org/resource/%22Crocodile%22_Dundee 75
http://dbpedia.org/resource/Screamers_(1995_film) 76
http://dbpedia.org/resource/Crooklyn 78
http://dbpedia.org/resource/Terminal_Velocity_(film) 79
http://dbpedia.org/resource/Fandango_(1985_film) 80
http://dbpedia.org/resource/The_Flintstones_in_Viva_Rock_Vegas 81
http://dbpedia.org/resource/Pee-wee's_Big_Adventure 84
http://dbpedia.org/resource/Full_Metal_Jacket 85
http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_2:_Freddy's_Revenge 86
http://dbpedia.org/resource/Goldfinger_(film) 88
http://dbpedia.org/resource/Vampire_in_Brooklyn 89
http://dbpedia.org/resource/Exotica_(film) 90
http://dbpedia.org/resource/Sophie's_Choice_(film) 91
http://dbpedia.org/resource/Nightwatch_(1997_film) 94
http://dbpedia.org/resource/Labyrinth_(film) 95
http://dbpedia.org/resource/Mrs._Miniver_(film) 96
http://dbpedia.org/resource/The_'Burbs 97
http://dbpedia.org/resource/Lone_Star_(1996_film) 98
http://dbpedia.org/resource/Meatballs_Part_II 99
http://dbpedia.org/resource/Basquiat_(film) 101
http://dbpedia.org/resource/M._Butterfly_(film) 102
http://dbpedia.org/resource/Tommy_Boy 103
http://dbpedia.org/resource/Poetic_Justice_(film) 104
http://dbpedia.org/resource/Love_&_Sex 105
http://dbpedia.org/resource/Urban_Legend_(film) 106
http://dbpedia.org/resource/From_the_Hip_(film) 107
http://dbpedia.org/resource/Urbania_(film) 110
http://dbpedia.org/resource/The_Devil_Rides_Out_(film) 111
http://dbpedia.org/resource/Color_of_Night 112
http://dbpedia.org/resource/Mad_Max_2 113
http://dbpedia.org/resource/Room_with_a_View 117
http://dbpedia.org/resource/Ruby_in_Paradise 118
http://dbpedia.org/resource/A_Kid_in_King_Arthur's_Court 119
http://dbpedia.org/resource/X_the_Unknown 120
http://dbpedia.org/resource/Benji_(1974_film) 121
http://dbpedia.org/resource/Widows'_Peak 122
http://dbpedia.org/resource/Death_Becomes_Her 123
http://dbpedia.org/resource/Cube_(film) 125
http://dbpedia.org/resource/The_Paper_Chase_(film) 126
http://dbpedia.org/resource/The_War_(1994_film) 127
http://dbpedia.org/resource/Better_Than_Chocolate 128
http://dbpedia.org/resource/A_Thousand_Acres_(film) 129
http://dbpedia.org/resource/Lost_Highway_(film) 130
http://dbpedia.org/resource/Freddy's_Dead:_The_Final_Nightmare 131
http://dbpedia.org/resource/Star_Trek_Generations 133
http://dbpedia.org/resource/Black_Tar_Heroin_(film) 134
http://dbpedia.org/resource/Midnight_Express_(film) 137
http://dbpedia.org/resource/The_Leading_Man 139
http://dbpedia.org/resource/Selena_(film) 140
http://dbpedia.org/resource/The_Odd_Couple_II 141
http://dbpedia.org/resource/Roustabout_(film) 142
http://dbpedia.org/resource/Kissing_a_Fool 143
