1197	0
1504	1
131	2
237	3
1065	4
1433	5
1747	6
2686	7
1200	8
1687	9
885	10
1020	11
804	12
2546	13
3941	14
3024	15
1514	16
2267	17
2357	18
3176	19
2426	20
15	21
3652	22
771	23
2625	24
2464	25
1420	26
2081	27
1696	28
2730	29
541	30
779	31
1498	32
1942	33
3087	34
1718	35
2781	36
896	37
3784	38
340	39
3072	40
3793	41
1296	42
52	43
3102	44
2852	45
3783	46
1596	47
3797	48
3050	49
1854	50
2222	51
1129	52
2490	53
3566	54
697	55
3533	56
3864	57
2573	58
350	59
524	60
2035	61
2830	62
3861	63
1749	64
1713	65
514	66
1207	67
1983	68
1288	69
694	70
1897	71
1646	72
3442	73
3275	74
3319	75
437	76
3192	77
3101	78
1190	79
3498	80
1960	81
93	82
2435	83
511	84
3717	85
262	86
880	87
1345	88
3398	89
934	90
1835	91
389	92
3247	93
118	94
3836	95
2983	96
374	97
1750	98
3583	99
2728	100
1172	101
480	102
2109	103
194	104
1679	105
2119	106
665	107
2898	108
3293	109
1529	110
2091	111
1379	112
1997	113
2818	114
1472	115
3309	116
3913	117
104	118
2858	119
492	120
3310	121
569	122
43	123
1921	124
2316	125
2113	126
3917	127
830	128
2432	129
228	130
2536	131
3122	132
3210	133
3661	134
3132	135
3806	136
2863	137
3624	138
608	139
3728	140
1996	141
3825	142
1082	143
3140	144
3803	145
2096	146
1846	147
2828	148
2947	149
427	150
2839	151
786	152
3105	153
3855	154
1302	155
987	156
1422	157
477	158
3034	159
2601	160
3552	161
3240	162
1723	163
3206	164
3926	165
2450	166
1007	167
738	168
2362	169
3886	170
20	171
564	172
105	173
3274	174
2523	175
1817	176
3698	177
3544	178
2066	179
3625	180
2166	181
2629	182
3477	183
453	184
718	185
2456	186
816	187
3709	188
2095	189
2739	190
1029	191
3679	192
3927	193
57	194
653	195
2241	196
538	197
2735	198
2780	199
1025	200
1256	201
1339	202
3226	203
2819	204
412	205
3862	206
2208	207
2551	208
1427	209
1312	210
2319	211
1755	212
2506	213
3444	214
3243	215
2331	216
373	217
955	218
2018	219
2163	220
445	221
842	222
497	223
877	224
810	225
3818	226
1030	227
1610	228
1081	229
558	230
212	231
3686	232
371	233
3834	234
2471	235
1016	236
215	237
2364	238
1940	239
1799	240
2604	241
1353	242
3580	243
551	244
271	245
2144	246
847	247
3694	248
3454	249
1734	250
1119	251
2678	252
3798	253
2618	254
797	255
619	256
3273	257
292	258
3267	259
1079	260
1586	261
3877	262
3130	263
1959	264
3796	265
3254	266
193	267
381	268
2206	269
552	270
499	271
963	272
199	273
1112	274
2763	275
2302	276
270	277
2882	278
3241	279
3859	280
1781	281
3571	282
1642	283
998	284
2363	285
26	286
3372	287
940	288
3765	289
3790	290
3191	291
1878	292
2815	293
2694	294
1515	295
970	296
1051	297
315	298
3195	299
2350	300
450	301
2307	302
2557	303
1782	304
2804	305
3729	306
318	307
3052	308
2965	309
34	310
78	311
3393	312
3849	313
3560	314
1137	315
1391	316
2046	317
1485	318
2657	319
2244	320
1447	321
1010	322
1440	323
1387	324
2334	325
3947	326
1666	327
617	328
909	329
64	330
2681	331
3016	332
1301	333
2513	334
2058	335
802	336
2488	337
806	338
1153	339
993	340
1013	341
13	342
2337	343
3682	344
1591	345
484	346
1359	347
2051	348
2978	349
2257	350
1394	351
3022	352
1328	353
1594	354
1460	355
2444	356
2503	357
1012	358
2094	359
2658	360
1041	361
3163	362
3524	363
2610	364
2264	365
3500	366
947	367
2336	368
347	369
3282	370
3218	371
122	372
3371	373
625	374
3713	375
828	376
1357	377
2040	378
433	379
50	380
187	381
3636	382
3811	383
2874	384
2561	385
3586	386
2590	387
1367	388
1689	389
1932	390
504	391
3863	392
835	393
1210	394
3937	395
1083	396
855	397
3374	398
2751	399
1162	400
1421	401
1792	402
2797	403
2833	404
3081	405
1519	406
2188	407
544	408
346	409
1490	410
1349	411
1834	412
3649	413
3067	414
2181	415
966	416
2409	417
1667	418
773	419
567	420
2855	421
3515	422
2745	423
1348	424
310	425
688	426
2346	427
3801	428
2562	429
2646	430
2439	431
3481	432
550	433
2864	434
3496	435
2851	436
1518	437
1752	438
1613	439
1446	440
2477	441
3465	442
3008	443
3506	444
737	445
108	446
3088	447
1991	448
2076	449
3125	450
502	451
1874	452
380	453
2460	454
53	455
1169	456
1293	457
3576	458
3599	459
3168	460
3847	461
2387	462
2057	463
867	464
3832	465
3860	466
2693	467
3732	468
1839	469
2985	470
1913	471
436	472
3745	473
1671	474
1295	475
1893	476
1674	477
894	478
3492	479
3758	480
920	481
3343	482
1341	483
3857	484
722	485
2602	486
2398	487
509	488
1757	489
186	490
2769	491
2165	492
208	493
332	494
556	495
908	496
1821	497
2298	498
1597	499
2123	500
602	501
143	502
3334	503
1078	504
1872	505
2741	506
1243	507
3204	508
71	509
1575	510
2530	511
2103	512
1625	513
2517	514
3162	515
3835	516
3746	517
454	518
2656	519
2502	520
954	521
1483	522
988	523
1067	524
206	525
3546	526
45	527
3224	528
2727	529
3663	530
2712	531
2128	532
1946	533
1098	534
1966	535
982	536
3521	537
464	538
1527	539
1230	540
1898	541
1914	542
3404	543
3317	544
3727	545
483	546
3948	547
1489	548
3121	549
2074	550
356	551
2048	552
3519	553
1273	554
2465	555
2415	556
2984	557
2679	558
3453	559
1467	560
3118	561
3238	562
2175	563
2434	564
2998	565
526	566
379	567
2467	568
2494	569
448	570
1101	571
973	572
3755	573
2002	574
1097	575
2391	576
82	577
3513	578
1639	579
2495	580
1628	581
2808	582
87	583
2038	584
1578	585
1336	586
2754	587
2653	588
3554	589
487	590
147	591
1543	592
1104	593
2971	594
681	595
1805	596
3674	597
2689	598
1919	599
931	600
1697	601
2509	602
2566	603
533	604
7	605
227	606
630	607
490	608
3417	609
3541	610
948	611
1474	612
3265	613
81	614
1769	615
3078	616
3837	617
1592	618
574	619
125	620
316	621
2029	622
3063	623
1924	624
407	625
3572	626
121	627
2647	628
798	629
1600	630
2612	631
1244	632
1837	633
2154	634
743	635
3610	636
525	637
2569	638
481	639
2318	640
1014	641
2662	642
455	643
1409	644
953	645
1093	646
2989	647
1566	648
1840	649
915	650
2603	651
2581	652
3667	653
