1934	6	3521
133	6	10749
1291	6	4196
969	6	11979
628	2	12277
449	6	12210
1389	6	10090
904	6	3930
1961	7	10181
1460	6	4989
2472	2	5086
2931	6	6370
326	2	9555
2068	2	9601
877	8	9425
1222	6	8286
2338	6	11513
5	6	14149
1889	8	9557
2498	6	7151
2207	7	9997
2232	2	4242
2398	7	13994
17	0	6117
73	2	5574
2636	6	4006
2642	6	8264
250	8	7582
2844	6	9441
2772	3	3534
2863	8	9986
1762	8	4306
2844	8	12123
846	2	7333
813	6	12461
2471	6	10293
2857	2	13050
289	6	8734
1553	6	3194
369	2	12615
1819	7	6501
3019	6	12995
2308	6	3558
3040	2	11659
1820	6	7359
246	6	10266
1773	6	11013
1165	6	10506
704	7	10241
2818	7	11097
2398	0	10197
1923	8	9475
1511	6	6603
1395	6	13429
1960	3	5173
1661	6	6667
3038	2	4595
823	6	3222
319	6	13372
1226	7	3739
1115	6	6061
546	6	4845
1785	6	13586
1855	8	14435
1716	6	8992
2846	1	5439
782	0	6544
1085	2	14305
1553	2	11708
2493	6	9122
438	3	11862
539	6	5073
115	6	4321
568	2	10018
2227	8	6060
2248	6	6385
566	2	14183
3000	6	9819
621	0	10502
2999	8	4920
2952	7	6375
1215	6	10847
644	2	5492
198	6	8666
2940	6	3977
2091	6	10539
1457	1	8265
2818	6	8875
2236	8	5156
1801	6	5225
2682	2	6267
2731	0	12006
2953	6	5996
1118	8	14289
2193	8	6535
473	1	10413
1454	2	13233
1846	3	14400
1116	2	7490
132	6	3354
1288	7	5901
1832	6	9403
1699	6	14295
2716	6	10238
1304	6	4032
1528	6	12629
2413	8	11214
1104	6	7771
1580	6	5472
32	7	9282
345	6	5973
1398	6	4168
153	0	4448
2200	2	14024
2661	6	13320
2850	6	5434
2619	1	7887
2093	1	9245
1122	6	12467
1868	8	12866
1124	1	10559
2410	7	10814
2694	2	13700
2689	7	6073
60	6	11556
270	6	13031
2611	6	7849
2028	2	5910
2242	1	7014
1103	6	13440
2421	7	14395
1087	6	5077
367	7	10272
401	7	8891
656	7	10751
1675	0	10804
2006	6	4239
1766	6	4845
2009	6	7700
2825	7	12308
185	1	11484
2817	6	4371
1537	8	4597
2044	6	10338
1834	8	3988
1389	2	11949
2205	2	7035
5	6	11678
1859	6	10325
1801	7	13351
401	7	9679
575	7	10276
261	0	10380
2758	0	5163
2479	7	12880
2513	6	4928
1396	7	12725
647	2	4666
672	6	10888
1886	2	6368
2614	6	12312
1161	0	5747
527	6	9719
486	6	11647
1180	7	9063
1204	0	5513
21	2	14286
2449	0	7508
2947	2	13559
1844	7	13979
2480	7	8503
1101	8	12219
6	0	13820
2820	4	11398
1399	8	6574
3015	6	5728
2358	7	6239
553	7	7721
2207	0	12084
2077	6	12618
1477	6	10390
405	6	11742
531	6	9719
1943	2	10731
2015	8	12437
405	6	12110
1198	0	12456
643	0	5567
2466	0	9730
22	6	11761
1896	6	12250
561	1	13955
1565	6	4136
1542	2	10737
1237	4	11398
336	6	7283
1398	6	7480
1859	6	7411
3038	4	11398
1850	8	13218
375	2	9342
2179	6	10031
2522	2	5923
151	8	11032
1522	0	11962
1710	7	9163
991	0	13563
169	0	3204
364	7	13521
830	7	6367
451	2	4074
1917	2	12633
2508	4	3522
1562	2	9373
1156	7	7669
412	6	6962
1447	7	8793
1414	0	3854
2991	7	14307
2419	6	8164
2123	2	14177
1963	2	5086
1933	6	11684
2433	1	3662
2484	8	9561
1748	2	7801
902	6	12476
2170	6	9988
2169	6	4794
1215	6	3686
2016	0	8759
1756	6	4779
135	2	11544
1376	6	10920
2596	7	5090
1757	8	13455
157	7	14253
1159	6	8572
1274	3	4525
2622	2	9697
2622	6	8893
2970	6	10468
2301	6	9965
2958	2	11957
286	6	3963
813	1	8082
970	7	6426
742	0	9669
996	6	9817
1972	2	13505
2153	3	6792
240	6	8201
1882	6	8463
2826	6	11381
1042	6	11161
2911	6	7700
2188	0	4283
1797	2	6433
1986	6	5763
190	0	8759
870	3	9224
2347	7	12691
117	6	13049
613	2	5204
2805	6	13341
1423	6	8616
738	6	12922
655	2	4764
1683	6	6187
206	8	7137
2921	6	4251
830	6	13615
2731	6	5489
590	6	13171
2384	2	7184
459	0	6459
1030	6	5617
2711	1	9270
2566	2	13610
2708	8	12816
908	7	4916
1393	1	10517
1383	6	10815
2165	6	7048
36	8	10590
2809	6	3611
547	1	10427
1897	6	12265
1370	6	5202
1364	2	3573
2594	6	6743
3000	6	13223
1844	7	12203
1462	1	10413
1442	8	13845
366	8	5739
2888	2	12599
1583	7	10993
2765	2	7652
2509	6	14070
1069	6	5692
2829	2	3709
301	6	4625
1956	6	3105
3	6	14439
786	6	8863
2004	6	6787
1496	0	8473
2123	6	6709
2232	2	4233
2948	8	11524
98	2	9646
1095	8	7645
1886	6	13565
1275	6	7150
1495	0	9307
2585	0	11359
1947	8	13056
1526	2	5086
508	6	10044
1750	6	13574
576	8	13546
1214	6	8381
218	3	9114
2453	6	9058
646	6	6477
462	4	11398
1817	8	11350
2001	7	6771
2955	7	4346
1996	2	11303
570	4	11398
2084	3	9990
2285	6	4421
1299	6	13996
1928	6	6277
405	6	11046
1495	3	9425
870	0	4676
715	6	4959
2897	2	3955
2838	6	8693
1050	6	12799
898	8	6092
2956	0	14230
557	1	12532
368	6	8425
1232	6	12008
483	0	6365
2535	6	3421
1745	2	7428
1597	6	13375
1962	2	4064
2184	6	13019
2315	7	10421
245	2	6132
791	3	6314
2640	6	14021
1903	8	9837
880	6	8693
1712	6	11133
2995	6	11333
1409	6	4679
1332	8	7050
803	6	7784
0	6	10975
2284	1	10177
1271	6	5104
298	8	13584
2349	2	14375
1790	7	13546
710	6	12224
1061	6	6273
2956	1	8438
1300	7	10584
2037	2	8962
1391	7	10819
2427	6	5613
2257	0	10253
2876	2	5136
1431	6	4258
372	6	3061
1624	2	10654
1172	3	13358
1349	6	10097
546	7	5507
1225	7	9022
2110	3	7643
1052	2	14092
330	6	8480
1376	6	3822
83	6	5231
1792	7	7815
217	6	8863
2371	3	4272
2116	6	8353
1466	1	5267
2542	2	14360
237	7	5628
2731	6	8847
1817	6	12760
2342	6	11034
2393	2	14119
1539	7	10405
441	2	3780
1337	7	12018
2382	0	12006
2225	3	3640
1509	7	9071
2496	6	5304
2997	0	5387
989	6	10087
1235	0	10988
706	6	12247
1873	6	8589
1783	6	4983
2821	0	10988
1180	6	6527
2461	0	5761
907	6	7986
660	6	11663
1851	4	11398
3029	6	8201
2170	6	6857
2126	7	7937
753	6	4670
606	0	12459
1591	4	11398
2392	6	10601
1388	2	9192
1882	6	4690
2554	6	4290
1884	0	6790
1296	7	4102
2125	6	9839
1542	2	8780
1508	0	5486
1323	0	3374
90	1	4769
2659	6	10562
401	7	4387
813	6	13551
895	2	8263
1504	2	13241
2636	6	6926
1127	7	12386
1961	6	3311
588	6	10938
2513	6	6667
1756	1	9733
717	0	13760
1162	8	9722
3013	6	12582
2652	7	13939
1654	8	4513
2545	1	8265
1400	6	6346
231	6	13531
1660	0	5582
2382	6	5225
1882	0	8024
2058	6	4210
2822	3	4402
951	6	7668
70	6	4785
938	2	7856
924	6	13658
2418	6	11745
1055	6	14426
742	7	9598
232	6	6728
1370	6	6836
130	0	5071
932	6	7688
2805	6	12197
2665	7	7825
3023	2	9523
2531	1	7858
3001	0	6109
718	3	6214
1104	7	4577
2315	6	12464
244	1	10517
385	2	11792
2364	8	8031
1674	0	4919
1505	6	5389
1586	6	9025
2530	6	11795
714	7	10410
308	6	13434
1628	1	8195
310	7	6950
230	6	4096
24	6	6732
1229	7	8073
8	7	5943
2766	3	3211
11	2	12956
2614	8	9267
2027	8	13170
212	4	11298
2832	0	5116
72	0	10380
459	1	4877
1694	6	3263
1440	3	4010
2037	7	9758
1862	3	3600
640	2	11124
970	6	10893
2183	2	8428
2764	6	6608
1995	1	9163
1993	2	11485
219	6	11885
1965	4	11398
149	7	12695
1799	6	12936
292	4	11398
2872	2	5157
2789	6	11568
423	6	12932
1984	2	3358
744	7	12239
2555	6	3872
1420	6	7865
2826	6	3518
1154	8	6371
2522	7	12556
2784	6	5166
2624	2	11485
663	1	13204
1818	7	7347
2091	1	10517
663	3	10175
1730	6	4006
188	6	13951
2171	7	8712
1123	2	8737
1641	8	7278
2425	0	10762
666	3	10932
1023	6	14009
293	6	4847
2856	6	13820
1696	2	12446
1464	1	10517
72	6	4103
2902	2	9721
2445	6	10209
2956	6	14431
445	7	4462
1762	6	8822
959	1	13204
1892	6	6577
2759	2	12986
2552	7	6682
265	7	3681
1658	7	10545
2104	8	5919
2707	2	9704
2137	6	12156
322	6	12846
2776	2	9007
1159	6	11013
2480	1	4446
3030	6	4278
0	6	6772
2144	2	12105
97	6	8576
851	8	12651
379	2	9927
274	6	9723
2995	7	11333
221	6	9585
3011	7	7815
1708	0	8464
485	7	6697
2172	7	12308
869	8	7012
2962	8	12691
635	6	6735
2774	2	12095
2311	0	8464
2163	7	11712
1637	2	3761
789	7	9504
2261	7	6980
2345	6	7696
149	0	4732
1337	6	5622
2573	6	9636
1339	8	7486
493	8	9724
3015	3	3600
490	8	5246
1106	6	10911
2055	2	4790
2994	1	6470
308	6	7150
127	6	6531
17	6	12375
3021	0	3233
1743	8	6324
2288	6	12291
2638	2	13404
2395	6	6999
2760	2	6494
973	1	6651
1757	3	6711
2977	6	11714
2493	1	10177
1114	1	6896
299	2	8069
2575	6	5519
