2758	0	12786
6911	4	15874
1327	1	15518
3114	1	14771
7896	0	12786
5154	0	12786
179	4	26887
2803	2	24864
4955	3	25606
8114	2	12731
2080	1	16787
1715	2	24352
415	0	12786
7618	1	11970
7197	1	23334
300	2	15575
8787	1	20515
2743	1	15068
6565	1	22618
8821	1	12647
1164	1	18298
8467	2	16996
4692	1	11978
7286	2	26917
8621	0	12786
7669	1	19100
6062	1	19711
4336	0	12786
6997	1	19838
3526	1	16618
6403	1	25751
7431	1	25042
5194	1	12799
8743	0	12786
3246	2	13880
944	4	22208
9215	0	12786
9088	1	21404
1888	2	16525
4052	2	17506
1290	1	27204
4755	1	19443
2023	1	15723
27	1	26554
9941	1	11427
4135	0	12786
703	1	21111
1560	0	12786
4107	1	24853
4770	1	15216
558	1	23617
4858	1	23405
110	1	20387
6133	1	18394
5549	1	11740
6264	1	10846
5479	1	10318
2475	2	19451
5967	1	19898
8359	4	12352
8114	1	19865
33	1	21472
3155	1	24725
2062	1	23390
212	4	10503
1632	1	10785
8310	1	12759
4561	1	19817
7739	1	22471
8349	1	23312
107	2	11813
5393	1	15048
456	1	23993
5041	0	12786
2013	1	22326
8603	2	12176
1746	1	21120
2540	2	17029
8122	3	22309
6186	1	26372
1011	1	21996
6653	2	19671
1077	0	12786
2484	2	26230
778	1	26146
1022	1	11972
4538	3	14425
4277	1	24977
9276	0	17695
9602	1	12702
1282	0	12786
460	1	15750
8402	1	15703
2719	2	25898
6332	0	12786
4302	1	16809
1549	3	16693
8942	1	19264
550	1	19659
3492	1	14162
7097	0	12786
6522	1	16856
3043	1	22013
8183	1	22178
7284	1	25710
1069	4	22335
5148	2	23315
4983	1	12224
7785	0	12786
244	1	22614
795	1	17509
5831	3	18642
9269	2	22367
5217	1	23248
4199	1	25044
7937	1	22508
3947	1	10426
4626	0	12786
3124	1	14168
4846	1	19914
9366	1	27032
3868	1	18986
7593	2	27062
9818	1	22583
6547	4	20997
1469	1	19502
6718	4	20560
5494	1	11904
270	1	18317
3626	2	20635
3048	1	24639
6614	0	12786
937	0	12786
2748	1	19268
2708	1	20039
9765	2	26137
7932	2	13291
3377	1	23457
3014	1	11513
24	1	22894
5508	1	23847
9270	1	18142
614	2	12691
4489	1	11653
4331	1	24228
8415	1	27332
9690	1	24951
9270	1	19281
533	1	18331
224	1	20226
2402	1	22551
4668	2	13724
2496	1	22544
2831	1	20775
9318	0	12786
1841	2	11490
6891	2	23478
6038	1	20076
5403	0	12786
1691	1	16881
1017	4	13847
6603	1	24229
5372	1	11308
3941	1	12009
2100	4	13538
2023	1	22287
8574	0	12786
7088	0	17695
2344	1	22388
2068	1	23338
7245	4	15194
6544	1	20955
8827	3	25796
4190	1	25834
1020	2	14871
1718	1	27003
4469	1	21381
5390	1	21350
4053	2	17506
5379	1	17837
1032	1	22264
3913	1	18896
8062	1	10781
339	1	26418
2693	0	17695
6336	1	14171
2034	4	17207
8989	1	22165
8761	1	24893
2421	1	22446
9844	1	14853
1253	4	16658
7804	1	27527
8989	2	17616
6117	0	12786
461	1	27138
8797	2	16452
1539	0	17695
550	1	21038
9641	2	20512
4254	2	24648
2798	1	18907
6391	1	25751
6942	1	12088
9365	4	15156
600	2	22259
5200	1	15735
2276	0	12786
1165	1	10355
1035	1	18879
3073	1	25702
8930	1	18264
820	1	19648
4477	1	23345
762	1	26925
4556	1	21843
4390	1	21389
7292	2	23139
2889	2	24864
5057	1	26843
1150	2	13630
7107	4	12754
19	1	11305
802	1	17009
5857	2	19336
6203	2	25024
2653	3	18283
7739	1	21525
7452	0	12786
10146	1	14020
4980	2	21251
3603	1	18659
10082	1	12782
7208	1	20315
5340	1	26153
10003	1	15072
1882	1	23970
3084	2	17610
3015	1	14330
3224	4	20925
1178	0	12786
6221	1	18456
9439	0	12786
7949	1	12847
3387	1	16038
7950	1	23773
7588	0	12786
1006	1	17453
6651	0	12786
7221	2	19336
501	1	23168
3541	1	25911
3230	2	24626
4413	2	18485
1861	1	18660
2470	2	23478
1747	0	12786
5375	0	12786
7267	1	24753
348	3	23205
4655	1	25347
1074	1	12431
730	2	27175
465	1	11876
2183	0	12786
4069	1	14329
10290	0	12786
1477	2	18176
8469	2	11146
8061	1	19473
5587	1	11983
9247	1	10863
1145	0	12786
3672	1	23081
10281	1	18626
9865	1	18950
6984	1	23056
95	1	12900
3171	2	24053
4534	4	18992
8824	4	26944
5431	1	26773
2175	1	11371
7902	0	12786
6363	0	12786
4642	1	17767
4274	1	20782
5079	1	14952
4210	0	12786
1180	2	10901
10136	1	13451
