1	0
8	1
9	2
12	3
13	4
37	5
39	6
64	7
72	8
74	9
79	10
94	11
101	12
111	13
125	14
128	15
130	16
133	17
150	18
170	19
174	20
181	21
183	22
188	23
190	24
192	25
202	26
227	27
228	28
230	29
236	30
237	31
248	32
249	33
251	34
253	35
254	36
259	37
261	38
288	39
297	40
310	41
311	42
320	43
325	44
336	45
353	46
369	47
385	48
395	49
405	50
406	51
409	52
414	53
415	54
417	55
419	56
444	57
446	58
454	59
455	60
459	61
461	62
464	63
471	64
472	65
474	66
475	67
493	68
494	69
495	70
510	71
564	72
566	73
591	74
594	75
617	76
621	77
623	78
631	79
649	80
700	81
703	82
707	83
708	84
711	85
715	86
716	87
717	88
718	89
719	90
721	91
722	92
723	93
752	94
759	95
760	96
780	97
781	98
787	99
792	100
793	101
794	102
800	103
801	104
802	105
808	106
814	107
815	108
817	109
820	110
839	111
842	112
844	113
867	114
869	115
880	116
881	117
882	118
883	119
890	120
891	121
893	122
894	123
896	124
898	125
901	126
903	127
915	128
944	129
954	130
957	131
958	132
959	133
975	134
979	135
990	136
1023	137
1032	138
1078	139
1082	140
1087	141
1094	142
1104	143
1105	144
1106	145
1108	146
1109	147
1110	148
1112	149
1113	150
1114	151
1116	152
1117	153
1118	154
1119	155
1120	156
1121	157
1122	158
1123	159
1125	160
1131	161
1133	162
1135	163
1138	164
1149	165
1157	166
1166	167
1174	168
1175	169
1176	170
1177	171
1178	172
1179	173
1183	174
1186	175
1188	176
1189	177
1190	178
1192	179
1195	180
1199	181
1200	182
1201	183
1202	184
1203	185
1204	186
1231	187
1238	188
1241	189
1242	190
1245	191
1260	192
1261	193
1262	194
1265	195
1266	196
1267	197
1268	198
1269	199
1270	200
1271	201
1272	202
1274	203
1276	204
1278	205
1285	206
1290	207
1291	208
1293	209
1296	210
1305	211
1328	212
1331	213
1332	214
1346	215
1348	216
1363	217
1371	218
1379	219
1400	220
1430	221
1448	222
1467	223
1478	224
1487	225
1490	226
1491	227
1492	228
1495	229
1496	230
1498	231
1524	232
1540	233
1553	234
1613	235
1617	236
1618	237
1633	238
1670	239
1671	240
1675	241
1691	242
1692	243
1693	244
1707	245
1719	246
1728	247
1732	248
1738	249
1740	250
1746	251
1749	252
1771	253
1777	254
1778	255
1779	256
1780	257
1782	258
1784	259
1785	260
1787	261
1801	262
1812	263
1813	264
1815	265
1816	266
1834	267
1835	268
1837	269
2989	270
3006	271
3028	272
3030	273
3037	274
3040	275
3042	276
3044	277
3046	278
3048	279
3049	280
3050	281
3054	282
3056	283
3057	284
3058	285
3061	286
3063	287
3066	288
3075	289
3095	290
3099	291
3102	292
3106	293
3107	294
3108	295
3110	296
3111	297
3112	298
3115	299
3117	300
3118	301
3119	302
3120	303
3122	304
3125	305
3132	306
3133	307
3166	308
3167	309
3178	310
3179	311
3180	312
3181	313
3187	314
3195	315
3202	316
3213	317
3219	318
3226	319
3227	320
3256	321
3259	322
3264	323
3270	324
3274	325
3276	326
3288	327
3290	328
3291	329
3292	330
3293	331
3294	332
3297	333
3305	334
3310	335
3319	336
3324	337
3325	338
3328	339
3331	340
3348	341
3351	342
3352	343
3353	344
3381	345
3399	346
3424	347
3425	348
3427	349
3428	350
3429	351
3430	352
3431	353
3440	354
3441	355
3442	356
3443	357
3444	358
3446	359
3447	360
3449	361
3450	362
3472	363
3474	364
3497	365
3498	366
3500	367
3502	368
3508	369
3527	370
3566	371
3568	372
3570	373
3577	374
3589	375
3616	376
3619	377
3623	378
3671	379
3673	380
3675	381
3680	382
3694	383
3697	384
3706	385
3732	386
3742	387
3764	388
3767	389
3768	390
3787	391
3788	392
3791	393
3792	394
3807	395
3811	396
3812	397
3813	398
3814	399
3837	400
3841	401
3860	402
3867	403
3879	404
3890	405
3896	406
3913	407
3915	408
3918	409
3919	410
3920	411
3924	412
3925	413
3926	414
3927	415
3928	416
3930	417
3932	418
3933	419
3934	420
3937	421
3938	422
3939	423
3941	424
3942	425
3943	426
3944	427
3945	428
3947	429
3948	430
3949	431
3950	432
3951	433
3952	434
3953	435
3972	436
3977	437
3998	438
4025	439
4037	440
4040	441
4043	442
4044	443
4045	444
4046	445
4047	446
4048	447
4050	448
4053	449
4064	450
4098	451
4099	452
4100	453
4101	454
4104	455
4105	456
4107	457
4109	458
4123	459
4137	460
4138	461
4154	462
4159	463
4169	464
4170	465
4192	466
4193	467
4195	468
4197	469
4200	470
4229	471
4231	472
4232	473
4239	474
4241	475
4260	476
4261	477
4272	478
4302	479
4303	480
4304	481
4313	482
4315	483
4323	484
4325	485
4326	486
4341	487
4342	488
4344	489
4345	490
4346	491
4347	492
4348	493
4349	494
4350	495
4362	496
4375	497
4376	498
4377	499
4378	500
4380	501
4381	502
