441	3	64727
2684	2	61772
1959	5	67358
2156	3	90100
1619	1	57050
2176	7	67000
2182	1	98030
886	1	43830
454	5	55718
465	8	86239
900	8	72543
1053	1	18848
1244	1	9616
180	1	93988
118	3	89111
1765	4	78258
2366	2	82879
1975	5	39312
2090	1	96568
230	2	66380
1384	1	7413
2414	1	32991
1939	1	26975
2115	2	25044
2408	1	21491
2536	1	12853
1619	1	92636
2493	1	37909
720	1	55186
1490	1	94907
2819	1	19335
1177	5	35483
2020	1	28991
1062	1	43353
2924	7	6883
408	5	84444
2953	6	92025
2035	1	69091
2897	1	53175
1254	1	51729
1712	0	88666
2515	1	15322
1551	6	80550
2985	2	6800
2023	1	70137
2054	1	92345
603	8	84839
281	1	92740
2492	1	90410
345	1	32224
1187	1	82260
1904	2	61772
1384	1	88808
1578	1	7785
1690	1	73331
3070	2	86726
2902	1	24626
1076	0	84698
1819	5	93747
1090	1	37933
76	1	42697
187	5	81030
2925	4	54801
1564	2	87916
1962	1	21839
2438	1	84377
2614	1	56440
2220	2	35986
2372	1	48517
67	1	29795
1304	1	24073
814	1	64945
1181	1	56819
2772	3	72345
1726	0	36087
972	1	93357
2439	8	72543
18	2	81220
2415	8	72543
918	2	96039
2056	0	76336
2965	1	61030
363	1	37523
2844	1	49941
144	1	74561
2086	1	58640
664	7	69341
1988	1	9782
1795	1	72552
45	7	86769
2440	1	80276
1468	1	47867
2546	1	24654
2344	4	18874
453	1	42836
2187	2	70023
2477	1	3088
833	1	40254
1851	1	42303
2269	3	64184
2353	5	47707
2731	4	11253
413	1	66708
1457	1	76188
1773	1	92386
1552	1	27976
2878	2	7650
401	1	52586
1576	5	62082
67	5	96282
1020	1	33851
2007	1	11997
1671	1	49729
1979	1	59681
2804	1	51142
2271	1	90672
19	1	7668
143	2	80473
2314	5	5435
1054	1	96192
2087	0	50364
1523	1	43888
1726	1	65397
1175	1	60577
1204	1	86301
923	1	62878
2033	2	61772
543	0	7612
2730	1	79459
2285	1	72973
614	5	91623
2266	1	67545
1748	2	35908
8	1	50569
1489	2	87534
2072	4	35593
1989	1	23655
1628	2	96039
1085	1	66649
230	1	82046
2321	3	55827
516	7	6883
1576	1	16978
147	1	23107
141	1	34508
349	2	66380
1604	4	43349
2594	1	96278
2494	1	31731
1495	6	89022
1813	1	21807
1796	8	72543
1249	8	72543
2071	4	40273
2068	1	94239
954	1	34197
311	3	19461
1544	2	70023
283	1	21662
2092	1	60738
1658	1	15512
602	6	99021
85	1	52152
1390	1	23414
615	4	42554
1311	5	29859
393	1	45418
2271	1	23921
296	1	56824
1341	1	75617
697	1	6126
229	1	81372
2095	0	18280
2742	1	78090
998	1	80881
740	1	58030
247	1	11316
649	5	93662
2138	1	86033
2620	1	97068
2939	1	40626
378	1	45016
1254	1	32720
740	1	45823
1254	1	96004
1493	1	98083
145	4	90467
2054	1	57540
1645	1	15905
1789	1	44141
2215	2	7650
2202	1	72274
911	1	78479
410	1	47514
590	1	96173
3034	2	61772
157	5	33633
1183	1	21350
1843	5	22822
2922	1	40186
1237	1	97600
2803	3	72583
2590	1	64972
1568	1	20547
1079	4	25054
1707	1	30531
2519	1	8397
2308	1	8706
1256	2	35908
193	1	17450
2345	2	47661
1137	2	35908
2156	8	72543
664	5	48989
1306	1	87806
941	1	15290
2264	1	36812
139	3	33478
1958	1	16028
1473	1	81762
2925	1	54001
2613	2	94869
352	6	45954
1157	1	5384
3036	1	15921
1851	1	9750
2233	2	61772
426	1	26167
2635	3	57989
2878	4	72289
2257	6	20940
1032	2	57561
2467	2	27001
2357	1	25216
1425	2	83086
1669	5	42603
138	1	45586
2553	1	47690
708	1	15675
434	1	73711
428	3	20488
2813	1	41310
1549	1	69344
1849	1	88330
1742	2	6800
12	3	41429
3036	1	38147
865	1	23848
835	3	8902
1442	1	70693
945	7	30777
157	7	92961
1950	1	60742
22	1	94788
186	1	53293
1275	0	57015
255	2	61772
131	1	29368
2982	1	91833
649	2	25044
1458	1	34618
2047	1	57137
1150	5	95316
1200	1	8379
297	1	55463
749	5	37396
1771	1	72912
2906	1	34920
1238	1	58318
8	1	51499
1806	1	96938
89	1	60745
2023	1	50853
2050	1	40293
18	1	53586
766	1	17409
1546	1	27135
1557	2	25044
2727	1	88426
2481	1	85036
2591	1	51591
266	1	21002
676	1	89331
930	1	78179
2544	1	35769
2823	1	10119
2487	1	28486
304	1	8806
826	1	85688
939	3	78852
447	1	98908
2314	1	4225
82	6	32700
422	1	72398
2372	3	3801
60	1	5280
1384	1	40710
1619	1	90894
768	1	85335
1504	1	87785
2791	3	23714
566	4	35496
652	1	69104
1482	1	61494
2103	2	61772
904	1	72408
1624	2	97382
1465	1	86732
152	5	58684
1702	1	44842
2909	1	80258
2291	6	38084
1282	1	56168
1049	8	72543
1271	1	69327
217	1	43614
923	1	51685
569	1	4251
1828	1	63490
237	7	76231
685	5	54320
2513	1	97430
36	8	72543
971	1	17473
53	2	93781
1308	2	96039
1853	0	29979
2348	1	94064
829	1	34070
1531	5	13656
707	1	49024
307	3	92246
1069	1	20153
2935	2	67300
566	1	46550
384	2	15235
79	1	29893
845	1	62021
2727	1	74981
907	1	95697
2190	4	48129
2833	1	7152
720	1	66742
463	1	88046
2251	1	59160
